id,question,url,reason
7-10,"En esta vía urbana con dos carriles para cada sentido que no tiene líneas de separación de carriles, ¿por qué carril se debe circular?",https://www.todotest.com/tests/imgs/0500.jpg,q_deictic_road|a_visual_noun_plus_ref
7-17,El personal de obras de la fotografía le está ordenando que se detenga. ¿Está obligado a obedecerle?,https://www.todotest.com/tests/imgs/0087.jpg,q_image_like
7-22,"Básicamente, ¿qué puede observar el conductor mirando por los espejos retrovisores?",https://www.todotest.com/tests/imgs/0274.jpg,a_visual_noun_plus_ref
7-23,¿Qué indica esta señal?,https://www.todotest.com/tests/imgs/r116.jpg,q_sign_like|q_sign_or_marking_desc
7-26,¿Está permitido parar o estacionar en un paso para peatones y en sus proximidades?,https://www.todotest.com/tests/imgs/0089.jpg,q_marking_hard|a_marking_hard
8-3,¿Qué significa esta señal?,https://www.todotest.com/tests/imgs/0066.jpg,q_sign_like|q_sign_or_marking_desc
8-4,"A la vista de esta señal, ¿debe facilitar la incorporación de los vehículos que se incorporen por la derecha?",https://www.todotest.com/tests/imgs/0100.jpg,q_sign_like|q_sign_or_marking_desc
8-9,"En esta calzada de sentido único y tres carriles, ¿está bien situado el vehículo para realizar un cambio de dirección a la izquierda?",https://www.todotest.com/tests/imgs/0137.jpg,q_deictic_road
8-18,Estas marcas viales indican que...,https://www.todotest.com/tests/imgs/0101.jpg,q_sign_or_marking_desc|q_marking_hard
8-19,Esta señal indica fin de...,https://www.todotest.com/tests/imgs/r500.jpg,q_sign_like|q_sign_or_marking_desc
8-28,Esta carretera tiene más de 6 m de ancho. ¿Es correcto circular por encima de las líneas que separan los carriles?,https://www.todotest.com/tests/imgs/0108.jpg,q_deictic_road
8-30,Esta señal ...,https://www.todotest.com/tests/imgs/r308.jpg,q_sign_like|a_sign_or_marking_desc
9-12,¿Qué indica la señal?,https://www.todotest.com/tests/imgs/p24.jpg,q_sign_or_marking_desc
9-14,En esta vía interurbana es obligatorio utilizar la luz corta...,https://www.todotest.com/tests/imgs/0114.jpg,q_deictic_road
9-16,Esta señal...,https://www.todotest.com/tests/imgs/r204.jpg,q_sign_like
9-25,Esta señal indica el lugar a partir del cual...,https://www.todotest.com/tests/imgs/r500.jpg,q_sign_like|q_sign_or_marking_desc
9-26,"Estas señales, sobre una carretera convencional, indican salida inmediata hacia...",https://www.todotest.com/tests/imgs/s360.jpg,q_sign_like|q_sign_or_marking_desc
9-30,Esta señal indica...,https://www.todotest.com/tests/imgs/s33.jpg,q_sign_like|q_sign_or_marking_desc
10-1,"Esta señal prohíbe el acceso a vehículos destinados al transporte de mercancías, entendiendo como tales...",https://www.todotest.com/tests/imgs/r106.jpg,q_sign_like|q_sign_or_marking_desc
10-5,¿Está permitido que un turismo utilice un tramo de carril reservado para autobuses delimitado por una línea discontinua?,https://www.todotest.com/tests/imgs/0213.jpg,q_sign_or_marking_desc|q_marking_hard
10-11,"En esta vía de doble sentido de circulación, ¿por dónde adelantará al tranvía que circula por el centro de la calzada?",https://www.todotest.com/tests/imgs/0131.jpg,q_deictic_road
10-20,Esta señal indica la situación de...,https://www.todotest.com/tests/imgs/s970.jpg,q_sign_like|q_sign_or_marking_desc
10-22,"Con esta señal, ¿tiene prioridad de paso en el estrechamiento?",https://www.todotest.com/tests/imgs/r6.jpg,q_sign_like|q_sign_or_marking_desc
10-23,"En este tramo de autovía, ¿se puede circular a más de 100 km/h para adelantar?",https://www.todotest.com/tests/imgs/0125.jpg,q_deictic_road
11-7,¿Qué indica esta señal?,https://www.todotest.com/tests/imgs/r308f.jpg,q_sign_like|q_sign_or_marking_desc
11-8,"De las señales que realiza este conductor, ¿cuál prevalece?",https://www.todotest.com/tests/imgs/0719.jpg,q_deictic_vehicle|q_sign_or_marking_desc
11-11,Esta señal indica la situación de...,https://www.todotest.com/tests/imgs/s34.jpg,q_sign_like|q_sign_or_marking_desc
11-12,¿De qué peligro advierte la señal?,https://www.todotest.com/tests/imgs/p20a.jpg,q_sign_or_marking_desc
11-14,¿Qué indica la flecha pintada en la calzada?,https://www.todotest.com/tests/imgs/0139.jpg,a_marking_hard
11-17,Esta señal ...,https://www.todotest.com/tests/imgs/p31.jpg,q_sign_like
11-19,"En un paso para peatones, ¿está permitido parar o estacionar?",https://www.todotest.com/tests/imgs/0978.jpg,q_marking_hard
11-20,Esta señal...,https://www.todotest.com/tests/imgs/s11.jpg,q_sign_like
11-21,¿Qué le indican estas señales?,https://www.todotest.com/tests/imgs/0140.jpg,q_sign_like|q_sign_or_marking_desc
11-26,"En un tramo estrecho de gran pendiente, sin señal de prioridad, que no permite el paso de dos vehículos, tiene prioridad el vehículo que circula...",https://www.todotest.com/tests/imgs/1106.jpg,q_sign_or_marking_desc
12-6,Entra en esta curva a mucha velocidad. ¿Qué puede pasar?,https://www.todotest.com/tests/imgs/0152.jpg,q_deictic_road|a_visual_noun_plus_ref
12-7,"En esta intersección, los conductores están obligados a detenerse...",https://www.todotest.com/tests/imgs/0153.jpg,q_deictic_road|a_marking_hard
12-19,"Si observa que el vehículo blanco acaba de iniciar un desplazamiento al carril de la izquierda, ¿puede iniciar la maniobra de adelantamiento?",https://www.todotest.com/tests/imgs/0148.jpg,q_shown_appears
12-21,"Circula por una vía y se encuentra a este agente, ¿qué indica con la bandera roja?",https://www.todotest.com/tests/imgs/poli_moto_1.jpg,a_visual_noun_plus_ref
12-22,Esta señal indica dirección y sentido...,https://www.todotest.com/tests/imgs/0106.jpg,q_sign_like|q_sign_or_marking_desc
12-23,"Una señal de prohibición junto a una señal de localización de población, ¿prohíbe en toda la población?",https://www.todotest.com/tests/imgs/0642.jpg,q_sign_or_marking_desc
12-25,¿Es aconsejable llevar el cinturón de seguridad con este tipo de abrigo?,https://www.todotest.com/tests/imgs/0720.jpg,q_is_this_pattern
13-11,"Al llegar a una plaza se encuentra esta señal, ¿puede cambiar de sentido?",https://www.todotest.com/tests/imgs/r402.jpg,q_sign_like|q_sign_or_marking_desc
13-17,"En la intersección de la imagen, ¿quién tendrá preferencia de paso?",https://www.todotest.com/tests/imgs/1952.jpg,q_image_like
13-23,¿Está permitido parar a la vista de la señal en el sentido que indica la flecha?,https://www.todotest.com/tests/imgs/r307c.jpg,q_sign_or_marking_desc
13-26,"En una intersección hay un semáforo en verde y una señal de stop, ¿a cuál se debe obedecer?",https://www.todotest.com/tests/imgs/0163.jpg,q_sign_or_marking_desc
14-1,"Esta señal, ¿qué indica?",https://www.todotest.com/tests/imgs/r301.jpg,q_sign_like|q_sign_or_marking_desc
14-5,"La señal, ¿qué indica?",https://www.todotest.com/tests/imgs/p17a.jpg,a_visual_noun_plus_ref|q_sign_or_marking_desc
14-7,¿Qué indican estas marcas viales?,https://www.todotest.com/tests/imgs/0184.jpg,q_sign_or_marking_desc|q_marking_hard
14-12,"Un conjunto de turismo con remolque ligero, que mide menos de 7 metros, ¿por dónde debe circular?",https://www.todotest.com/tests/imgs/s53c.jpg,a_visual_noun_plus_ref
14-14,Este panel deberá colocarse...,https://www.todotest.com/tests/imgs/v20.jpg,q_sign_like
14-20,En un cruce no hay señales de preferencia. ¿Debe ceder el paso a un tranvía?,https://www.todotest.com/tests/imgs/0327.jpg,q_sign_or_marking_desc
14-21,¿A qué velocidad máxima puede circular un turismo por esta carretera convencional?,https://www.todotest.com/tests/imgs/0178.jpg,q_deictic_road
14-26,"En esta situación, ¿qué debe hacer?",https://www.todotest.com/tests/imgs/poli_1.jpg,q_this_situation
14-28,Estas señales significan...,https://www.todotest.com/tests/imgs/s235a.jpg,q_sign_like|q_sign_or_marking_desc
14-29,Esta señal prohíbe...,https://www.todotest.com/tests/imgs/r110.jpg,q_sign_like|q_sign_or_marking_desc
15-2,La señal indica que...,https://www.todotest.com/tests/imgs/s11.jpg,q_sign_or_marking_desc
15-10,Hay muchos vehículos circulando y prevé que va a quedar detenido en el paso para peatones. ¿Debe entrar en el paso?,https://www.todotest.com/tests/imgs/0742.jpg,q_marking_hard
15-15,"Cuando su vehículo quede inmovilizado de noche en el arcén de esta vía, ¿qué luces debe dejar encendidas?",https://www.todotest.com/tests/imgs/0198.jpg,q_deictic_road
15-17,En esta vía un ciclomotor tiene que circular por...,https://www.todotest.com/tests/imgs/0189.jpg,q_deictic_road
15-27,"En esta situación, ¿cuál es la distancia de seguridad entre vehículos?",https://www.todotest.com/tests/imgs/0190.jpg,q_this_situation
15-29,¿Qué indica esta señal?,https://www.todotest.com/tests/imgs/s852.jpg,q_sign_like|q_sign_or_marking_desc
16-6,En esta carretera estrecha quiere realizar un cambio de sentido. ¿Dónde debe colocarse para no molestar a otros vehículos?,https://www.todotest.com/tests/imgs/0170.jpg,q_deictic_road
16-7,"A la vista de la señal, ¿es obligatorio detenerse para dejar pasar a un vehículo que circula en sentido contrario?",https://www.todotest.com/tests/imgs/0200.jpg,q_sign_or_marking_desc
16-11,Esta señal indica...,https://www.todotest.com/tests/imgs/s123.jpg,q_sign_like|q_sign_or_marking_desc
16-13,En caso de incendio en un túnel debe...,https://www.todotest.com/tests/imgs/0514.jpg,a_visual_noun_plus_ref
16-18,"Encuentra estas dos señales, ¿a cuál debe obedecer?",https://www.todotest.com/tests/imgs/0206.jpg,q_sign_or_marking_desc
16-25,¿Cuál es la velocidad máxima permitida en esta vía para un camión de 3500 kg de MMA?,https://www.todotest.com/tests/imgs/0178.jpg,q_deictic_road
16-27,Los animales conducidos en manada o en rebaño...,https://www.todotest.com/tests/imgs/0212.jpg,a_visual_noun_plus_ref
16-29,"La señal de la derecha, ¿qué indica?",https://www.todotest.com/tests/imgs/0207.jpg,q_sign_or_marking_desc
16-30,Esta señal indica peligro ante la proximidad...,https://www.todotest.com/tests/imgs/p5.jpg,q_sign_like|q_sign_or_marking_desc
17-1,"En esta intersección entre una vía pavimentada y otra sin pavimentar, ¿debe ceder el paso a este vehículo?",https://www.todotest.com/tests/imgs/0721.jpg,q_deictic_vehicle|q_deictic_road
17-5,Ante esta situación...,https://www.todotest.com/tests/imgs/0214.jpg,q_this_situation
17-9,"Los paneles de las esquinas del camión, ¿qué indican?",https://www.todotest.com/tests/imgs/0215.jpg,q_sign_or_marking_desc
17-20,"Después de la señal vertical, ¿está permitido adelantar al vehículo blanco?",https://www.todotest.com/tests/imgs/0219.jpg,q_sign_or_marking_desc
17-21,"Una motocicleta, ¿puede circular por la vía señalizada con esta señal?",https://www.todotest.com/tests/imgs/r407b.jpg,q_sign_like|q_sign_or_marking_desc
17-22,"Un turismo que lleve esta señal de minusválido, ¿puede circular por un carril VAO?",https://www.todotest.com/tests/imgs/v15.jpg,q_sign_like|q_sign_or_marking_desc
17-23,La señal prohíbe la entrada a...,https://www.todotest.com/tests/imgs/r102.jpg,q_sign_or_marking_desc
18-1,"De noche en un tramo con muchas curvas, señalizadas con la señal de curvas peligrosas, ¿está permitido circular con la luz antiniebla delantera?",https://www.todotest.com/tests/imgs/p14b.jpg,q_sign_or_marking_desc
18-8,"El vehículo de la fotografía tiene encendida únicamente la señalización luminosa, ¿tiene prioridad de paso?",https://www.todotest.com/tests/imgs/0226.jpg,q_image_like|q_sign_or_marking_desc
18-10,¿Puede rebasar la velocidad máxima indicada en la señal?,https://www.todotest.com/tests/imgs/0228.jpg,q_sign_or_marking_desc
18-11,"En este tramo de carretera, ¿está permitido hacer un cambio de sentido?",https://www.todotest.com/tests/imgs/0230.jpg,q_deictic_road
18-15,Esta señal prohíbe el paso a...,https://www.todotest.com/tests/imgs/r201.jpg,q_sign_like|q_sign_or_marking_desc
18-18,El conductor del vehículo de la fotografía está indicando que va a...,https://www.todotest.com/tests/imgs/0722.jpg,q_image_like
18-29,La señal significa...,https://www.todotest.com/tests/imgs/s51.jpg,q_sign_or_marking_desc
19-4,"Un conjunto de vehículos, cuya longitud es de 7,30 metros, circula por una vía con tres carriles por sentido de la circulación, ¿qué carriles puede utilizar?",https://www.todotest.com/tests/imgs/0039.jpg,a_visual_noun_plus_ref
19-8,¿Tiene permitido una motocicleta estacionar en una zona delimitada por marcas viales azules?,https://www.todotest.com/tests/imgs/0195.jpg,q_sign_or_marking_desc|q_marking_hard
19-10,"A partir de esta señal está obligado a llevar encendido, al menos, el alumbrado de...",https://www.todotest.com/tests/imgs/r413.jpg,q_sign_like
19-12,"La línea longitudinal discontinua ancha, ¿qué indica?",https://www.todotest.com/tests/imgs/0236.jpg,q_sign_or_marking_desc|q_marking_hard
19-15,Esta señal prohíbe...,https://www.todotest.com/tests/imgs/r204a.jpg,q_sign_like|q_sign_or_marking_desc
19-16,"En una vía con esta señalización se encuentra con un rebaño, ¿debe ceder el paso a los animales?",https://www.todotest.com/tests/imgs/0237.jpg,q_sign_like|q_sign_or_marking_desc
19-19,"En caso de activarse el sistema avanzado de ayuda a la conducción “AEBS”, ¿de qué forma actuará?",https://www.todotest.com/tests/imgs/0711.jpg,a_visual_noun_plus_ref
19-21,"En esta vía urbana, ¿está permitido adelantar por la derecha?",https://www.todotest.com/tests/imgs/0743.jpg,q_deictic_road
19-23,"Si es necesario avisar a un ciclista con señales acústicas, ¿cómo deben realizarse?",https://www.todotest.com/tests/imgs/0445.jpg,q_sign_or_marking_desc
19-25,"En la vía de la fotografía, ¿qué carril debe utilizar para circular, como norma general?",https://www.todotest.com/tests/imgs/0240.jpg,q_image_like|a_visual_noun_plus_ref
20-4,¿Está permitido adelantar por la derecha si existe espacio suficiente?,https://www.todotest.com/tests/imgs/0553.jpg,a_marking_hard
20-7,"En una travesía sin señales de velocidad, ¿cuál es la velocidad máxima permitida?",https://www.todotest.com/tests/imgs/0252.jpg,q_sign_or_marking_desc
20-12,¿Qué le indica la señal?,https://www.todotest.com/tests/imgs/0635.jpg,q_sign_or_marking_desc
20-14,Si conduce con lluvia...,https://www.todotest.com/tests/imgs/0617.jpg,a_visual_noun_plus_ref
20-15,Esta señal de advertencia de peligro indica la proximidad de...,https://www.todotest.com/tests/imgs/p17.jpg,q_sign_like|q_sign_or_marking_desc
20-16,¿Qué indica este panel bajo la señal de ceda el paso?,https://www.todotest.com/tests/imgs/0093.jpg,q_sign_like|q_sign_or_marking_desc
20-17,Esta señal situada sobre un carril de un puesto de peaje indica que en él...,https://www.todotest.com/tests/imgs/s32.jpg,q_sign_like|q_sign_or_marking_desc
20-21,"Entre los siguientes tipos de señales, ¿cuál es el orden de prioridad?",https://www.todotest.com/tests/imgs/0265.jpg,q_sign_or_marking_desc
20-22,Esta señal...,https://www.todotest.com/tests/imgs/r203.jpg,q_sign_like
20-26,"En esta vía, ¿está permitido superar la velocidad máxima genérica de la vía para adelantar?",https://www.todotest.com/tests/imgs/0248.jpg,q_deictic_road
20-29,¿Tiene que ceder el paso a este autobús que quiere incorporarse a la circulación?,https://www.todotest.com/tests/imgs/0740.jpg,q_deictic_vehicle|q_is_this_pattern
21-1,"En esta intersección con los semáforos en amarillo intermitente, ¿qué debe hacer?",https://www.todotest.com/tests/imgs/0265.jpg,q_deictic_road
21-12,"Un camión, ¿puede entrar en una vía con esta señal?",https://www.todotest.com/tests/imgs/r107.jpg,q_sign_like|q_sign_or_marking_desc
21-19,¿Puede circular conduciendo un ciclomotor por una vía interurbana sin arcén?,https://www.todotest.com/tests/imgs/0378.jpg,a_visual_noun_plus_ref
21-20,"Una línea longitudinal discontinua con los trazos muy juntos, ¿qué indica?",https://www.todotest.com/tests/imgs/0523.jpg,q_sign_or_marking_desc|q_marking_hard
21-23,¿Qué indica esta señal?,https://www.todotest.com/tests/imgs/p19.jpg,q_sign_like|q_sign_or_marking_desc
21-26,Esta señal ¿permite entrar a un turismo en la vía en la que esté colocada?,https://www.todotest.com/tests/imgs/r103.jpg,q_sign_like|q_sign_or_marking_desc
21-30,¿Qué indica la señal?,https://www.todotest.com/tests/imgs/s24.jpg,q_sign_or_marking_desc
22-4,La señal indica...,https://www.todotest.com/tests/imgs/p27.jpg,q_sign_or_marking_desc
22-6,¿La señal permite realizar la maniobra de adelantamiento a un vehículo de motor?,https://www.todotest.com/tests/imgs/r305.jpg,q_sign_or_marking_desc
22-9,¿Cuál es la principal causa de los accidentes por alcance?,https://www.todotest.com/tests/imgs/0269.jpg,a_visual_noun_plus_ref
22-11,Ante esta situación:,https://www.todotest.com/tests/imgs/0271.jpg,q_this_situation
22-12,Esta señal indica que...,https://www.todotest.com/tests/imgs/s25.jpg,q_sign_like|q_sign_or_marking_desc
22-20,"El conductor de un vehículo que observa que va a ser adelantado, debe...",https://www.todotest.com/tests/imgs/0219.jpg,q_shown_appears
22-21,¿Está permitido que las motocicletas circulen por un carril VAO?,https://www.todotest.com/tests/imgs/s51b.jpg,a_visual_noun_plus_ref
22-23,"Este panel, colocado bajo la señal de ceda el paso, indica la distancia...",https://www.todotest.com/tests/imgs/s840.jpg,q_sign_like|q_sign_or_marking_desc
22-27,Esta señal indica...,https://www.todotest.com/tests/imgs/r6.jpg,q_sign_like|q_sign_or_marking_desc
22-28,"Al aproximarnos a un autobús con esta señal en su parte posterior y que se encuentra parado recogiendo pasajeros, se deberá:",https://www.todotest.com/tests/imgs/v10.jpg,q_sign_like
22-30,"En este tramo de vía de visibilidad reducida, ¿está permitido realizar un cambio de sentido?",https://www.todotest.com/tests/imgs/0267.jpg,q_deictic_road
23-2,La señal indica...,https://www.todotest.com/tests/imgs/p29.jpg,q_sign_or_marking_desc
23-13,"Delante de un vado, esta señal prohíbe...",https://www.todotest.com/tests/imgs/r308e.jpg,q_sign_like|q_sign_or_marking_desc
23-18,Esta señal indica...,https://www.todotest.com/tests/imgs/s1.jpg,q_sign_like|q_sign_or_marking_desc
23-21,"Este vehículo circula por un carril habilitado en sentido contrario al habitual, ¿puede desplazarse al carril normal de circulación?",https://www.todotest.com/tests/imgs/0387.jpg,q_deictic_vehicle
23-25,"Una motocicleta, ¿puede disponer de señal de emergencia?",https://www.todotest.com/tests/imgs/0818.jpg,q_sign_or_marking_desc
23-26,La señal ...,https://www.todotest.com/tests/imgs/p50.jpg,a_sign_or_marking_desc
24-3,"El vehículo de la fotografía, ¿puede continuar la marcha?",https://www.todotest.com/tests/imgs/0730.jpg,q_image_like
24-5,"A la vista de la señal, ¿qué separación debe dejar con el vehículo que circula delante?",https://www.todotest.com/tests/imgs/r300.jpg,q_sign_or_marking_desc
24-7,¿Qué indica la señal?,https://www.todotest.com/tests/imgs/p2.jpg,q_sign_or_marking_desc
24-9,"Circula por una vía interurbana y observa que nieva de forma ligera, ¿puede emplear el alumbrado antiniebla?",https://www.todotest.com/tests/imgs/0438.jpg,q_shown_appears
24-14,"Los conductores de vehículos especiales que están obligados a utilizar la señal V-2, ¿cuándo la utilizarán?",https://www.todotest.com/tests/imgs/0283.jpg,q_sign_or_marking_desc
24-17,Si circulamos por una vía donde hay una línea longitudinal continua adosada a otra discontinua...,https://www.todotest.com/tests/imgs/0020.jpg,q_marking_hard
24-18,¿Qué indica esta señal?,https://www.todotest.com/tests/imgs/s34.jpg,q_sign_like|q_sign_or_marking_desc
24-24,Este vehículo está averiado y circula muy despacio con la luz de emergencia encendida. ¿Es correcto?,https://www.todotest.com/tests/imgs/0284.jpg,q_deictic_vehicle
24-26,"En esta autopista dentro de poblado, ¿a qué velocidad puede circular como máximo si no existe señalización?",https://www.todotest.com/tests/imgs/0285.jpg,q_sign_or_marking_desc
24-27,La señal triangular indica...,https://www.todotest.com/tests/imgs/p19.jpg,q_sign_or_marking_desc
25-6,¿Qué indica esta señal?,https://www.todotest.com/tests/imgs/r5.jpg,q_sign_like|q_sign_or_marking_desc
25-10,Esta señal indica...,https://www.todotest.com/tests/imgs/s61a.jpg,q_sign_like|a_visual_noun_plus_ref|q_sign_or_marking_desc
25-21,Esta señal...,https://www.todotest.com/tests/imgs/r412.jpg,q_sign_like
25-24,"En vías interurbanas, los ciclos y ciclomotores de dos ruedas, ¿dónde deben situarse para girar a la izquierda?",https://www.todotest.com/tests/imgs/0293.jpg,a_visual_noun_plus_ref
25-28,"Esta señalización, le indica la distancia...",https://www.todotest.com/tests/imgs/0116.jpg,q_sign_like|q_sign_or_marking_desc
25-29,"Si circula con un vehículo para personas de movilidad reducida, ¿le afecta esta señal?",https://www.todotest.com/tests/imgs/r105.jpg,q_sign_like|q_sign_or_marking_desc
26-3,¿Tienen permitido las bicicletas circular en posición paralela?,https://www.todotest.com/tests/imgs/0302.jpg,a_visual_noun_plus_ref
26-9,"En esta vía, deben obedecer sólo a las indicaciones situadas a su izquierda los que pretendan...",https://www.todotest.com/tests/imgs/0731.jpg,q_deictic_road
26-14,"En este tramo de vía, ¿cuál es la velocidad máxima?",https://www.todotest.com/tests/imgs/0299.jpg,q_deictic_road|a_sign_or_marking_desc
26-15,¿Puede circular cualquier vehículo por esta calzada?,https://www.todotest.com/tests/imgs/r404.jpg,q_deictic_road|q_is_this_pattern
26-17,"Esta señal, ¿qué indica?",https://www.todotest.com/tests/imgs/s200.jpg,q_sign_like|q_sign_or_marking_desc
26-18,Esta señal indica la proximidad de...,https://www.todotest.com/tests/imgs/p11a.jpg,q_sign_like|q_sign_or_marking_desc
26-23,"En esta intersección, ¿se puede adelantar?",https://www.todotest.com/tests/imgs/0748.jpg,q_deictic_road
27-5,"Los paneles de mensaje variable, ¿pueden utilizarse para dar instrucciones de obligado cumplimiento?",https://www.todotest.com/tests/imgs/0310.jpg,q_sign_or_marking_desc
27-12,"¿Qué función tienen las guías sonoras situadas en el borde derecho de la calzada, ubicadas normalmente en el arcén coincidiendo con la marca vial que delimita el carril derecho?",https://www.todotest.com/tests/imgs/1970.jpg,q_sign_or_marking_desc|q_marking_hard
27-13,¿Qué debe hacer en esta situación?,https://www.todotest.com/tests/imgs/0105.jpg,q_this_situation
27-15,¿Qué indican estas señales?,https://www.todotest.com/tests/imgs/0309.jpg,q_sign_like|q_sign_or_marking_desc
27-19,"Circula por un carril y sobre él encuentra un semáforo con una luz roja en forma de aspa, ¿qué significa?",https://www.todotest.com/tests/imgs/0317.jpg,a_visual_noun_plus_ref
27-29,¿Qué indica la señal?,https://www.todotest.com/tests/imgs/s32.jpg,q_sign_or_marking_desc
27-30,"En esta vía, deben obedecer sólo a las indicaciones situadas a su izquierda los que pretendan...",https://www.todotest.com/tests/imgs/0731.jpg,q_deictic_road
28-13,¿Qué indica esta señal?,https://www.todotest.com/tests/imgs/r200.jpg,q_sign_like|q_sign_or_marking_desc
28-22,Esta señal indica la proximidad de...,https://www.todotest.com/tests/imgs/p14b.jpg,q_sign_like|q_sign_or_marking_desc
28-25,¿Está permitido estacionar el día 16 a las ocho de la mañana en el lado de la calzada en que esté situada esta señal?,https://www.todotest.com/tests/imgs/r308c.jpg,q_sign_like|q_sign_or_marking_desc
28-26,"Si circula en esta vía con tráfico denso, no puede cambiar de carril para ...",https://www.todotest.com/tests/imgs/0256.jpg,q_deictic_road
28-28,En esta intersección ¿quién debe pasar primero?,https://www.todotest.com/tests/imgs/0319.jpg,q_deictic_road|a_visual_noun_plus_ref
29-3,"En una carretera de tres carriles en cada sentido, ¿cuándo se puede circular por el carril izquierdo?",https://www.todotest.com/tests/imgs/0714.jpg,a_visual_noun_plus_ref
29-12,Si encuentra esta señal a la entrada de una vía debe saber que...,https://www.todotest.com/tests/imgs/r407b.jpg,q_sign_like
29-13,"Las señales de la fotografía, indican...",https://www.todotest.com/tests/imgs/0330.jpg,q_image_like|q_sign_or_marking_desc
29-19,¿Quién tiene preferencia de paso en esta intersección?,https://www.todotest.com/tests/imgs/0327.jpg,q_deictic_road
29-26,"Si inmoviliza el vehículo junto al borde de esta calzada, ¿incumple alguna norma de circulación?",https://www.todotest.com/tests/imgs/0329.jpg,q_deictic_road
29-29,"En un tramo de vía con la señal ""túnel"", ¿está permitido hacer un cambio de sentido?",https://www.todotest.com/tests/imgs/s5.jpg,q_sign_or_marking_desc
30-1,El vehículo rojo circula por el carril reversible que está abierto. ¿Puede atravesar la línea doble discontinua de su izquierda para adelantar?,https://www.todotest.com/tests/imgs/0339.jpg,q_marking_hard
30-4,Esta señal indica...,https://www.todotest.com/tests/imgs/s19.jpg,q_sign_like|q_sign_or_marking_desc
30-5,"Una autocaravana de 3600 kg de MMA, ¿a qué velocidad máxima puede circular por esta carretera convencional?",https://www.todotest.com/tests/imgs/0011.jpg,q_deictic_road
30-7,"En esta vía, ¿por dónde debe circular un ciclomotor?",https://www.todotest.com/tests/imgs/0341.jpg,q_deictic_road
30-11,Esta señal indica...,https://www.todotest.com/tests/imgs/s4.jpg,q_sign_like|q_sign_or_marking_desc
30-13,"El vehículo de la imagen quiere cambiar de dirección a la derecha, ¿está obligado a detenerse?",https://www.todotest.com/tests/imgs/0008.jpg,q_image_like
